datetime,ppt,tmin,tmax
2000-06-18,0.4716999882459641,5.802380018234253,16.365500221252443
2000-06-19,0.0,9.69681999206543,20.0899995803833
2000-06-20,9.209539546966552,13.096140060424805,20.153580627441407
2000-06-21,0.0,12.926860046386718,19.375160140991213
2000-06-22,0.0,10.486480045318604,21.36060012817383
2000-06-23,9.6528200340271,12.579399795532227,26.820839080810547
2000-06-24,0.0,12.166799869537352,23.222519950866698
2000-06-25,8.48752007484436,13.000139694213868,23.386619338989256
2000-06-26,0.0210800011456012,10.0934401512146,19.171320266723637
2000-06-27,0.0,8.001340055465699,19.348359909057617
2000-06-28,0.0,8.783099861145018,21.190940284729
2000-06-29,0.0,9.91762004852295,22.78818027496338
2000-06-30,0.0,13.34644012451172,26.710939559936524
2000-07-01,0.0,15.099639968872069,29.742980575561525
